Audio File,Similar Files
000477.mp3,"000477.mp3:0.00,003892.mp3:45.81,000759.mp3:50.16,000438.mp3:51.29,000755.mp3:58.60"
000804.mp3,"000804.mp3:0.00,003931.mp3:33.66,000145.mp3:38.80,000668.mp3:42.55,003672.mp3:48.75"
000526.mp3,"000526.mp3:0.00,003896.mp3:40.60,003478.mp3:43.42,003595.mp3:43.43,000493.mp3:43.85"
000939.mp3,"000939.mp3:0.00,003633.mp3:102.49,003837.mp3:102.74,003567.mp3:107.79,000498.mp3:112.67"
000402.mp3,"000402.mp3:0.00,000979.mp3:85.04,000482.mp3:94.98,003679.mp3:99.18,003690.mp3:108.55"
000349.mp3,"000349.mp3:0.00,003482.mp3:46.75,000160.mp3:55.94,000366.mp3:58.33,003852.mp3:58.99"
000566.mp3,"000566.mp3:0.00,003258.mp3:39.37,003926.mp3:54.09,000371.mp3:55.16,000344.mp3:56.11"
000787.mp3,"000787.mp3:0.00,000304.mp3:36.20,003846.mp3:39.56,000814.mp3:49.22,003534.mp3:50.82"
000427.mp3,"000427.mp3:0.00,003856.mp3:42.18,000948.mp3:45.23,003457.mp3:46.91,003349.mp3:48.07"
000251.mp3,"000251.mp3:0.00,003660.mp3:19.44,003543.mp3:22.77,003544.mp3:26.10,003463.mp3:27.83"
000834.mp3,"000834.mp3:0.00,003536.mp3:36.87,000835.mp3:40.71,003933.mp3:50.60,000823.mp3:54.44"
000501.mp3,"000501.mp3:0.00,000896.mp3:30.41,003893.mp3:31.67,003694.mp3:34.95,003669.mp3:38.69"
000887.mp3,"000887.mp3:0.00,003683.mp3:46.26,003766.mp3:49.24,000610.mp3:53.51,003870.mp3:58.68"
000997.mp3,"000997.mp3:0.00,000274.mp3:59.68,000485.mp3:64.10,000275.mp3:77.90,000771.mp3:78.63"
000386.mp3,"000386.mp3:0.00,003839.mp3:30.98,000469.mp3:37.70,003703.mp3:41.93,003582.mp3:43.43"
000830.mp3,"000830.mp3:0.00,000828.mp3:28.53,003541.mp3:65.63,003542.mp3:68.55,003544.mp3:73.38"
000927.mp3,"000927.mp3:0.00,000338.mp3:44.36,000932.mp3:44.93,000158.mp3:52.81,000963.mp3:58.44"
000422.mp3,"000422.mp3:0.00,003469.mp3:39.78,003744.mp3:45.10,003614.mp3:46.71,003477.mp3:47.75"
000930.mp3,"000930.mp3:0.00,003637.mp3:40.06,000929.mp3:44.87,003861.mp3:47.02,003347.mp3:48.07"
000451.mp3,"000451.mp3:0.00,000822.mp3:31.85,003590.mp3:34.05,000141.mp3:37.10,000590.mp3:38.83"
000135.mp3,"000135.mp3:0.00,003981.mp3:33.22,003582.mp3:37.81,000257.mp3:40.06,003440.mp3:41.16"
000696.mp3,"000696.mp3:0.00,000467.mp3:80.00,003922.mp3:88.98,000699.mp3:89.55,000776.mp3:94.43"
000866.mp3,"000866.mp3:0.00,000749.mp3:69.90,000138.mp3:111.96,000745.mp3:125.73,000758.mp3:202.99"
000691.mp3,"000691.mp3:0.00,003843.mp3:37.19,003602.mp3:37.26,000443.mp3:38.57,003321.mp3:39.46"
000708.mp3,"000708.mp3:0.00,000433.mp3:35.95,003955.mp3:48.56,003635.mp3:68.47,000441.mp3:70.41"
000506.mp3,"000506.mp3:0.00,000805.mp3:35.94,003754.mp3:38.14,000576.mp3:52.35,003812.mp3:52.99"
000656.mp3,"000656.mp3:0.00,003545.mp3:27.49,000151.mp3:33.28,000635.mp3:40.48,003871.mp3:40.82"
000478.mp3,"000478.mp3:0.00,000679.mp3:28.30,003470.mp3:35.43,003594.mp3:37.54,000678.mp3:39.00"
000503.mp3,"000503.mp3:0.00,003667.mp3:46.58,000980.mp3:47.39,003553.mp3:53.58,000924.mp3:55.16"
000690.mp3,"000690.mp3:0.00,003751.mp3:51.33,000755.mp3:55.34,000759.mp3:56.39,000398.mp3:58.15"
000854.mp3,"000854.mp3:0.00,000775.mp3:63.82,000706.mp3:66.11,000841.mp3:70.86,000864.mp3:77.21"
000926.mp3,"000926.mp3:0.00,000593.mp3:35.94,003844.mp3:37.21,003431.mp3:40.65,003787.mp3:46.62"
000652.mp3,"000652.mp3:0.00,003322.mp3:51.60,000448.mp3:56.65,003606.mp3:58.86,003672.mp3:62.22"
000328.mp3,"000328.mp3:0.00,000835.mp3:38.51,000831.mp3:44.56,003482.mp3:45.35,000366.mp3:47.11"
000851.mp3,"000851.mp3:0.00,003944.mp3:46.46,003941.mp3:50.37,003745.mp3:53.62,003942.mp3:54.18"
000783.mp3,"000783.mp3:0.00,003866.mp3:45.92,000369.mp3:46.67,003883.mp3:49.93,003912.mp3:49.98"
000576.mp3,"000576.mp3:0.00,003754.mp3:35.62,000805.mp3:49.69,000506.mp3:52.35,000751.mp3:55.28"
000284.mp3,"000284.mp3:0.00,003934.mp3:88.27,000273.mp3:89.53,000847.mp3:91.48,000712.mp3:101.44"
000873.mp3,"000873.mp3:0.00,003382.mp3:54.33,000305.mp3:80.33,000799.mp3:94.58,003558.mp3:99.77"
000626.mp3,"000626.mp3:0.00,003679.mp3:39.18,000666.mp3:44.40,003620.mp3:44.54,003476.mp3:47.19"
000731.mp3,"000731.mp3:0.00,000674.mp3:48.73,000728.mp3:58.88,000675.mp3:62.15,000857.mp3:66.31"
000898.mp3,"000898.mp3:0.00,000154.mp3:94.12,000397.mp3:123.08,000615.mp3:130.15,000883.mp3:131.40"
000975.mp3,"000975.mp3:0.00,003707.mp3:35.44,000943.mp3:36.08,000306.mp3:37.62,003355.mp3:46.71"
000627.mp3,"000627.mp3:0.00,003384.mp3:38.45,003921.mp3:41.29,003257.mp3:60.03,000969.mp3:60.66"
000250.mp3,"000250.mp3:0.00,003722.mp3:44.45,003725.mp3:50.08,003721.mp3:56.14,000350.mp3:57.61"
000722.mp3,"000722.mp3:0.00,003760.mp3:41.31,003700.mp3:48.57,000492.mp3:52.30,003887.mp3:64.39"
000157.mp3,"000157.mp3:0.00,000156.mp3:46.94,003664.mp3:50.74,000921.mp3:58.72,000905.mp3:59.96"
000767.mp3,"000767.mp3:0.00,000711.mp3:61.49,000441.mp3:67.88,000712.mp3:69.78,000700.mp3:81.96"
000999.mp3,"000999.mp3:0.00,000995.mp3:83.50,000803.mp3:85.06,000740.mp3:90.33,000273.mp3:104.45"
000275.mp3,"000275.mp3:0.00,000997.mp3:77.90,000485.mp3:86.67,000274.mp3:103.26,000771.mp3:122.68"
000569.mp3,"000569.mp3:0.00,003977.mp3:44.64,003584.mp3:47.32,000565.mp3:47.82,003468.mp3:50.97"
000714.mp3,"000714.mp3:0.00,000026.mp3:59.14,000347.mp3:60.53,003897.mp3:64.44,003780.mp3:69.43"
000751.mp3,"000751.mp3:0.00,000701.mp3:47.62,000579.mp3:47.73,003887.mp3:53.59,000574.mp3:54.44"
000141.mp3,"000141.mp3:0.00,003590.mp3:30.26,000451.mp3:37.10,000590.mp3:47.86,003933.mp3:49.03"
000758.mp3,"000758.mp3:0.00,000138.mp3:111.44,000745.mp3:123.68,000643.mp3:166.64,003799.mp3:172.04"
000482.mp3,"000482.mp3:0.00,003679.mp3:46.64,003620.mp3:57.86,000979.mp3:61.71,000989.mp3:67.83"
000353.mp3,"000353.mp3:0.00,000650.mp3:60.27,003454.mp3:62.91,000911.mp3:63.35,003940.mp3:65.92"
000213.mp3,"000213.mp3:0.00,000165.mp3:32.91,003885.mp3:41.36,003445.mp3:44.32,000418.mp3:46.04"
000175.mp3,"000175.mp3:0.00,000509.mp3:41.04,003607.mp3:41.89,003737.mp3:41.97,003959.mp3:48.90"
000816.mp3,"000816.mp3:0.00,003891.mp3:44.00,003931.mp3:45.59,003554.mp3:49.36,003698.mp3:50.21"
000436.mp3,"000436.mp3:0.00,000934.mp3:63.76,003348.mp3:69.17,000362.mp3:76.39,003565.mp3:108.74"
000146.mp3,"000146.mp3:0.00,003320.mp3:45.83,000729.mp3:56.40,000448.mp3:57.95,000922.mp3:59.89"
000668.mp3,"000668.mp3:0.00,000145.mp3:34.10,003698.mp3:35.99,003931.mp3:40.89,000804.mp3:42.55"
000003.mp3,"000003.mp3:0.00,003408.mp3:41.54,003317.mp3:42.46,000429.mp3:53.50,003810.mp3:63.66"
000916.mp3,"000916.mp3:0.00,003975.mp3:48.01,000277.mp3:60.69,000254.mp3:62.48,003764.mp3:63.72"
000512.mp3,"000512.mp3:0.00,003519.mp3:44.06,003947.mp3:47.51,000190.mp3:48.53,003941.mp3:49.80"
000514.mp3,"000514.mp3:0.00,003350.mp3:72.67,003865.mp3:75.84,003850.mp3:79.03,003588.mp3:80.93"
000190.mp3,"000190.mp3:0.00,000630.mp3:39.81,003790.mp3:43.04,003958.mp3:45.20,000649.mp3:47.41"
000992.mp3,"000992.mp3:0.00,003453.mp3:53.58,000778.mp3:79.81,000954.mp3:86.35,000756.mp3:107.82"
000634.mp3,"000634.mp3:0.00,000635.mp3:47.35,000517.mp3:56.63,000827.mp3:59.83,000824.mp3:62.53"
000397.mp3,"000397.mp3:0.00,000154.mp3:63.05,003807.mp3:75.98,000883.mp3:92.13,000898.mp3:123.08"
000769.mp3,"000769.mp3:0.00,003818.mp3:77.65,000695.mp3:82.17,003810.mp3:90.20,003317.mp3:93.41"
000560.mp3,"000560.mp3:0.00,000306.mp3:45.52,000907.mp3:46.24,000950.mp3:50.32,000572.mp3:51.21"
000658.mp3,"000658.mp3:0.00,003536.mp3:54.39,000367.mp3:62.03,000361.mp3:62.04,003852.mp3:64.58"
000446.mp3,"000446.mp3:0.00,000861.mp3:40.53,003569.mp3:56.20,003571.mp3:60.39,000002.mp3:70.35"
000183.mp3,"000183.mp3:0.00,000871.mp3:82.62,000173.mp3:91.32,003720.mp3:92.19,000853.mp3:93.69"
000333.mp3,"000333.mp3:0.00,003825.mp3:106.41,000888.mp3:106.42,003777.mp3:150.23,000952.mp3:154.08"
000968.mp3,"000968.mp3:0.00,000967.mp3:36.63,000360.mp3:39.40,000684.mp3:40.69,003958.mp3:40.77"
000869.mp3,"000869.mp3:0.00,003770.mp3:72.70,003805.mp3:83.55,003881.mp3:90.30,003600.mp3:109.39"
000667.mp3,"000667.mp3:0.00,003682.mp3:67.66,000200.mp3:81.85,003375.mp3:86.24,003943.mp3:86.66"
000956.mp3,"000956.mp3:0.00,000949.mp3:40.55,003260.mp3:43.69,000591.mp3:46.69,003272.mp3:47.21"
000644.mp3,"000644.mp3:0.00,000622.mp3:35.38,003586.mp3:43.22,000412.mp3:44.20,003735.mp3:50.82"
000932.mp3,"000932.mp3:0.00,000659.mp3:44.18,003678.mp3:44.22,000927.mp3:44.93,003916.mp3:49.27"
000148.mp3,"000148.mp3:0.00,003986.mp3:29.23,000815.mp3:40.90,003983.mp3:44.39,000420.mp3:68.48"
000419.mp3,"000419.mp3:0.00,003815.mp3:29.90,003406.mp3:33.93,000790.mp3:36.07,003316.mp3:40.11"
000782.mp3,"000782.mp3:0.00,003427.mp3:32.20,000604.mp3:39.41,003876.mp3:43.36,000384.mp3:49.01"
000650.mp3,"000650.mp3:0.00,000911.mp3:55.61,000353.mp3:60.27,003402.mp3:62.98,000918.mp3:63.77"
000194.mp3,"000194.mp3:0.00,003562.mp3:33.97,003280.mp3:36.49,000902.mp3:40.58,003478.mp3:42.03"
000564.mp3,"000564.mp3:0.00,003346.mp3:41.89,000905.mp3:48.29,000310.mp3:56.09,000048.mp3:61.68"
000612.mp3,"000612.mp3:0.00,000646.mp3:20.96,003943.mp3:21.91,003475.mp3:25.36,003351.mp3:27.10"
000311.mp3,"000311.mp3:0.00,003268.mp3:159.42,000818.mp3:227.85,000558.mp3:255.55,000877.mp3:277.59"
000433.mp3,"000433.mp3:0.00,000708.mp3:35.95,003955.mp3:36.99,000450.mp3:53.38,003635.mp3:62.47"
000364.mp3,"000364.mp3:0.00,000974.mp3:39.63,003446.mp3:41.02,003285.mp3:43.03,000611.mp3:47.08"
000404.mp3,"000404.mp3:0.00,000779.mp3:30.45,000247.mp3:50.80,003906.mp3:55.71,000317.mp3:57.90"
000940.mp3,"000940.mp3:0.00,000973.mp3:20.40,000434.mp3:61.23,000662.mp3:76.66,000387.mp3:77.80"
000766.mp3,"000766.mp3:0.00,000443.mp3:30.10,003814.mp3:47.98,000257.mp3:50.28,003276.mp3:52.48"
000971.mp3,"000971.mp3:0.00,000946.mp3:1.93,003855.mp3:50.09,003651.mp3:55.41,000642.mp3:55.50"
000829.mp3,"000829.mp3:0.00,000517.mp3:85.35,000827.mp3:89.04,003973.mp3:103.96,000656.mp3:107.40"
000445.mp3,"000445.mp3:0.00,000515.mp3:41.12,003691.mp3:41.48,003755.mp3:41.81,003665.mp3:45.62"
000727.mp3,"000727.mp3:0.00,000748.mp3:91.64,000750.mp3:106.34,000735.mp3:115.87,000737.mp3:136.19"
000983.mp3,"000983.mp3:0.00,000211.mp3:33.99,000641.mp3:35.55,000520.mp3:35.79,003617.mp3:35.85"
000158.mp3,"000158.mp3:0.00,003832.mp3:26.25,000203.mp3:48.15,000927.mp3:52.81,000338.mp3:54.64"
000352.mp3,"000352.mp3:0.00,003971.mp3:42.06,003841.mp3:42.69,003490.mp3:45.82,003785.mp3:50.24"
000961.mp3,"000961.mp3:0.00,003394.mp3:39.19,003557.mp3:49.50,003938.mp3:64.86,003637.mp3:74.13"
000253.mp3,"000253.mp3:0.00,003932.mp3:65.60,000771.mp3:68.41,000578.mp3:79.40,000855.mp3:84.41"
000466.mp3,"000466.mp3:0.00,003406.mp3:28.70,003815.mp3:35.62,003695.mp3:45.82,000419.mp3:46.07"
000580.mp3,"000580.mp3:0.00,000704.mp3:60.73,000757.mp3:68.80,000856.mp3:68.84,000836.mp3:74.46"
000609.mp3,"000609.mp3:0.00,003698.mp3:52.02,003672.mp3:53.35,000010.mp3:57.62,003322.mp3:64.53"
000417.mp3,"000417.mp3:0.00,000414.mp3:56.59,003503.mp3:60.34,000471.mp3:64.20,000975.mp3:65.07"
000550.mp3,"000550.mp3:0.00,003863.mp3:29.62,000785.mp3:30.78,000561.mp3:45.46,000464.mp3:50.35"
000685.mp3,"000685.mp3:0.00,000684.mp3:21.30,000360.mp3:38.71,003917.mp3:42.40,003842.mp3:43.03"
000958.mp3,"000958.mp3:0.00,003929.mp3:41.27,000906.mp3:52.69,000213.mp3:60.73,003599.mp3:60.78"
000307.mp3,"000307.mp3:0.00,003859.mp3:68.37,000403.mp3:76.56,003649.mp3:83.02,000431.mp3:86.25"
000764.mp3,"000764.mp3:0.00,000753.mp3:42.75,003474.mp3:48.28,000983.mp3:51.43,000641.mp3:54.31"
000473.mp3,"000473.mp3:0.00,003874.mp3:48.25,000682.mp3:50.84,003657.mp3:52.16,003658.mp3:53.22"
000896.mp3,"000896.mp3:0.00,003893.mp3:25.57,003889.mp3:28.08,000501.mp3:30.41,003694.mp3:32.83"
000165.mp3,"000165.mp3:0.00,000213.mp3:32.91,003286.mp3:35.05,000197.mp3:38.43,000906.mp3:43.98"
000796.mp3,"000796.mp3:0.00,003959.mp3:35.35,003287.mp3:37.13,003471.mp3:39.56,000788.mp3:40.57"
000606.mp3,"000606.mp3:0.00,003554.mp3:89.98,000816.mp3:91.32,000820.mp3:94.82,000177.mp3:98.90"
000655.mp3,"000655.mp3:0.00,003489.mp3:23.44,003269.mp3:31.18,003945.mp3:32.94,003670.mp3:33.24"
000701.mp3,"000701.mp3:0.00,003939.mp3:27.64,000579.mp3:35.02,000246.mp3:36.17,003887.mp3:37.52"
000339.mp3,"000339.mp3:0.00,003664.mp3:45.39,003831.mp3:49.93,000156.mp3:53.28,003990.mp3:57.91"
000500.mp3,"000500.mp3:0.00,003772.mp3:48.25,003272.mp3:50.80,000944.mp3:56.34,000540.mp3:57.97"
000304.mp3,"000304.mp3:0.00,000787.mp3:36.20,003427.mp3:51.16,003718.mp3:51.62,000782.mp3:52.47"
000601.mp3,"000601.mp3:0.00,003710.mp3:50.72,003429.mp3:56.69,003273.mp3:72.21,003270.mp3:73.86"
000929.mp3,"000929.mp3:0.00,003861.mp3:40.21,000930.mp3:44.87,000955.mp3:51.43,000780.mp3:55.32"
000155.mp3,"000155.mp3:0.00,000695.mp3:55.61,000965.mp3:58.02,000740.mp3:65.96,000452.mp3:70.81"
000669.mp3,"000669.mp3:0.00,000709.mp3:37.87,003702.mp3:42.97,003655.mp3:44.03,003796.mp3:44.05"
000705.mp3,"000705.mp3:0.00,000770.mp3:63.06,000430.mp3:98.09,003608.mp3:105.78,000706.mp3:116.78"
000860.mp3,"000860.mp3:0.00,000774.mp3:30.00,003750.mp3:45.47,000876.mp3:51.18,000002.mp3:58.57"
000728.mp3,"000728.mp3:0.00,000857.mp3:46.42,000731.mp3:58.88,000859.mp3:81.40,000674.mp3:82.55"
000405.mp3,"000405.mp3:0.00,003687.mp3:39.04,000577.mp3:39.84,003870.mp3:41.04,003783.mp3:41.64"
000425.mp3,"000425.mp3:0.00,000418.mp3:50.02,003885.mp3:62.89,000213.mp3:67.42,000165.mp3:71.09"
000005.mp3,"000005.mp3:0.00,000465.mp3:35.68,003653.mp3:36.38,000134.mp3:51.89,003855.mp3:59.31"
000030.mp3,"000030.mp3:0.00,003952.mp3:59.14,000936.mp3:69.16,000435.mp3:71.09,003636.mp3:88.46"
000237.mp3,"000237.mp3:0.00,003889.mp3:27.40,003279.mp3:33.38,003691.mp3:36.84,000896.mp3:37.05"
000384.mp3,"000384.mp3:0.00,003718.mp3:43.63,000534.mp3:45.05,003876.mp3:45.91,000782.mp3:49.01"
000886.mp3,"000886.mp3:0.00,000987.mp3:41.81,000189.mp3:54.47,003711.mp3:61.84,003765.mp3:63.36"
000395.mp3,"000395.mp3:0.00,000281.mp3:101.38,000293.mp3:119.23,000700.mp3:143.83,000742.mp3:154.50"
000763.mp3,"000763.mp3:0.00,000776.mp3:48.98,000795.mp3:60.22,000467.mp3:60.75,000174.mp3:61.11"
000789.mp3,"000789.mp3:0.00,003865.mp3:79.32,003563.mp3:79.92,003447.mp3:95.22,003350.mp3:96.70"
000743.mp3,"000743.mp3:0.00,000768.mp3:59.93,003603.mp3:61.98,003575.mp3:88.92,000859.mp3:92.28"
000164.mp3,"000164.mp3:0.00,003272.mp3:34.13,003535.mp3:48.97,003915.mp3:55.48,000571.mp3:56.92"
000414.mp3,"000414.mp3:0.00,003587.mp3:34.48,003926.mp3:36.07,003258.mp3:52.20,000471.mp3:53.54"
000365.mp3,"000365.mp3:0.00,003946.mp3:62.10,000649.mp3:62.12,003585.mp3:62.26,000310.mp3:62.27"
000542.mp3,"000542.mp3:0.00,000344.mp3:59.07,003713.mp3:61.41,000141.mp3:63.95,000451.mp3:68.03"
000974.mp3,"000974.mp3:0.00,000364.mp3:39.63,003597.mp3:40.42,000878.mp3:41.32,003883.mp3:43.57"
000798.mp3,"000798.mp3:0.00,000616.mp3:92.79,000408.mp3:247.48,000154.mp3:258.95,000898.mp3:262.44"
000852.mp3,"000852.mp3:0.00,003646.mp3:38.98,000401.mp3:46.24,003931.mp3:53.55,003672.mp3:55.19"
000399.mp3,"000399.mp3:0.00,003505.mp3:35.36,003795.mp3:49.39,000181.mp3:51.93,003666.mp3:55.93"
000321.mp3,"000321.mp3:0.00,000317.mp3:31.47,000716.mp3:54.41,000324.mp3:57.64,000411.mp3:60.04"
000137.mp3,"000137.mp3:0.00,003667.mp3:60.62,003874.mp3:61.00,000525.mp3:66.96,003942.mp3:67.17"
000344.mp3,"000344.mp3:0.00,000193.mp3:49.59,003971.mp3:55.93,000566.mp3:56.11,003258.mp3:57.47"
000717.mp3,"000717.mp3:0.00,000248.mp3:49.18,000892.mp3:61.65,003908.mp3:62.48,003909.mp3:70.72"
000236.mp3,"000236.mp3:0.00,000673.mp3:36.57,000672.mp3:40.73,000679.mp3:44.03,003470.mp3:51.80"
000536.mp3,"000536.mp3:0.00,003464.mp3:41.99,000723.mp3:42.62,000252.mp3:47.95,003897.mp3:49.13"
000247.mp3,"000247.mp3:0.00,003547.mp3:48.08,000404.mp3:50.80,003724.mp3:53.38,003715.mp3:56.25"
000406.mp3,"000406.mp3:0.00,000507.mp3:39.67,003788.mp3:44.64,000493.mp3:49.90,003714.mp3:52.72"
000480.mp3,"000480.mp3:0.00,000474.mp3:23.81,000574.mp3:41.46,000698.mp3:58.48,000579.mp3:59.32"
000355.mp3,"000355.mp3:0.00,003483.mp3:64.63,000338.mp3:67.35,000316.mp3:69.69,000927.mp3:72.08"
000777.mp3,"000777.mp3:0.00,003458.mp3:70.28,000952.mp3:71.60,000450.mp3:85.62,000532.mp3:88.28"
000303.mp3,"000303.mp3:0.00,000833.mp3:38.76,000832.mp3:46.44,003559.mp3:48.08,003586.mp3:51.15"
000770.mp3,"000770.mp3:0.00,003608.mp3:56.08,000705.mp3:63.06,000430.mp3:91.31,000558.mp3:110.20"
000649.mp3,"000649.mp3:0.00,000657.mp3:35.62,000903.mp3:39.06,000204.mp3:39.11,003585.mp3:39.63"
000986.mp3,"000986.mp3:0.00,000970.mp3:49.19,000985.mp3:49.97,003905.mp3:54.58,000871.mp3:59.70"
000923.mp3,"000923.mp3:0.00,000915.mp3:48.36,000900.mp3:66.54,000908.mp3:72.67,000903.mp3:80.38"
000630.mp3,"000630.mp3:0.00,003697.mp3:29.91,003945.mp3:32.61,003741.mp3:36.40,000190.mp3:39.81"
000740.mp3,"000740.mp3:0.00,000155.mp3:65.96,000722.mp3:82.62,000020.mp3:88.49,000999.mp3:90.33"
000639.mp3,"000639.mp3:0.00,000428.mp3:57.86,000567.mp3:63.76,000955.mp3:64.01,000570.mp3:65.83"
000704.mp3,"000704.mp3:0.00,000757.mp3:49.06,000836.mp3:52.12,000856.mp3:53.56,000580.mp3:60.73"
000876.mp3,"000876.mp3:0.00,000774.mp3:35.70,003635.mp3:50.16,000860.mp3:51.18,000002.mp3:68.12"
000574.mp3,"000574.mp3:0.00,000579.mp3:26.21,003939.mp3:32.82,000701.mp3:40.47,000480.mp3:41.46"
000448.mp3,"000448.mp3:0.00,003606.mp3:26.35,003672.mp3:49.43,000928.mp3:52.10,000729.mp3:54.56"
000683.mp3,"000683.mp3:0.00,003354.mp3:26.55,000385.mp3:33.05,003697.mp3:35.28,003659.mp3:39.47"
000911.mp3,"000911.mp3:0.00,000650.mp3:55.61,003776.mp3:55.91,003402.mp3:57.09,000353.mp3:63.35"
000978.mp3,"000978.mp3:0.00,003883.mp3:46.29,003426.mp3:46.46,000974.mp3:49.69,000878.mp3:56.42"
000754.mp3,"000754.mp3:0.00,003855.mp3:45.95,003651.mp3:59.51,003653.mp3:63.43,000134.mp3:66.67"
000826.mp3,"000826.mp3:0.00,000815.mp3:70.51,000739.mp3:79.22,003986.mp3:80.70,000148.mp3:81.35"
000800.mp3,"000800.mp3:0.00,000331.mp3:68.90,000400.mp3:113.92,000873.mp3:121.46,000801.mp3:131.10"
000962.mp3,"000962.mp3:0.00,003914.mp3:35.34,000354.mp3:41.54,003591.mp3:48.38,000368.mp3:50.96"
000138.mp3,"000138.mp3:0.00,000745.mp3:96.77,000758.mp3:111.44,000866.mp3:111.96,000749.mp3:131.76"
000350.mp3,"000350.mp3:0.00,003432.mp3:46.66,000173.mp3:47.26,000255.mp3:48.55,000250.mp3:57.61"
000522.mp3,"000522.mp3:0.00,003612.mp3:34.39,003353.mp3:35.21,000653.mp3:36.59,003491.mp3:39.54"
000562.mp3,"000562.mp3:0.00,000335.mp3:54.52,003884.mp3:64.10,003771.mp3:70.36,000638.mp3:74.54"
000989.mp3,"000989.mp3:0.00,003620.mp3:32.09,003502.mp3:48.22,003714.mp3:54.91,003476.mp3:56.26"
000461.mp3,"000461.mp3:0.00,000967.mp3:25.87,003956.mp3:29.41,003862.mp3:35.12,003589.mp3:36.78"
000312.mp3,"000312.mp3:0.00,000526.mp3:49.00,003562.mp3:51.06,003478.mp3:54.41,003469.mp3:57.61"
000434.mp3,"000434.mp3:0.00,000940.mp3:61.23,000563.mp3:72.65,000973.mp3:72.81,000387.mp3:73.86"
000508.mp3,"000508.mp3:0.00,000336.mp3:85.47,000384.mp3:85.87,000882.mp3:87.79,000899.mp3:92.78"
000967.mp3,"000967.mp3:0.00,000461.mp3:25.87,003589.mp3:26.94,000968.mp3:36.63,003956.mp3:39.60"
000716.mp3,"000716.mp3:0.00,003726.mp3:44.12,000321.mp3:54.41,000317.mp3:60.37,003897.mp3:69.32"
000258.mp3,"000258.mp3:0.00,003816.mp3:24.01,003669.mp3:30.57,000426.mp3:35.29,000842.mp3:39.11"
000163.mp3,"000163.mp3:0.00,003446.mp3:26.22,000624.mp3:32.56,000611.mp3:45.50,003285.mp3:46.45"
000794.mp3,"000794.mp3:0.00,003743.mp3:47.08,003847.mp3:53.60,003460.mp3:58.20,003449.mp3:58.28"
000715.mp3,"000715.mp3:0.00,000345.mp3:53.03,003631.mp3:58.62,000894.mp3:69.34,000400.mp3:79.16"
000578.mp3,"000578.mp3:0.00,000855.mp3:45.33,000862.mp3:46.75,000174.mp3:57.61,003952.mp3:67.39"
000182.mp3,"000182.mp3:0.00,000517.mp3:69.80,000635.mp3:72.02,000634.mp3:74.23,000151.mp3:78.40"
000755.mp3,"000755.mp3:0.00,000759.mp3:52.43,003751.mp3:54.91,000690.mp3:55.34,000438.mp3:55.84"
000908.mp3,"000908.mp3:0.00,000157.mp3:61.82,000900.mp3:62.38,000920.mp3:69.27,000905.mp3:70.84"
000905.mp3,"000905.mp3:0.00,003346.mp3:45.40,000564.mp3:48.29,000157.mp3:59.96,000310.mp3:61.95"
000741.mp3,"000741.mp3:0.00,003571.mp3:40.15,003569.mp3:46.38,000002.mp3:62.17,003806.mp3:69.23"
000319.mp3,"000319.mp3:0.00,003718.mp3:55.16,000384.mp3:55.19,000899.mp3:57.64,003273.mp3:57.78"
000171.mp3,"000171.mp3:0.00,003475.mp3:26.51,000612.mp3:29.84,003465.mp3:30.70,000326.mp3:31.35"
000623.mp3,"000623.mp3:0.00,000872.mp3:49.05,000384.mp3:50.68,003718.mp3:51.40,003288.mp3:54.38"
000325.mp3,"000325.mp3:0.00,003540.mp3:55.78,003588.mp3:66.96,000371.mp3:68.07,003880.mp3:73.96"
000703.mp3,"000703.mp3:0.00,003978.mp3:45.74,000459.mp3:50.58,003669.mp3:56.34,003694.mp3:56.58"
000575.mp3,"000575.mp3:0.00,000863.mp3:44.22,000694.mp3:55.61,003636.mp3:65.83,000738.mp3:71.51"
000795.mp3,"000795.mp3:0.00,000791.mp3:42.69,000862.mp3:59.30,000763.mp3:60.22,000174.mp3:60.46"
000874.mp3,"000874.mp3:0.00,000161.mp3:75.96,003831.mp3:82.63,000339.mp3:85.78,000725.mp3:94.29"
000637.mp3,"000637.mp3:0.00,003349.mp3:52.36,003856.mp3:56.79,000427.mp3:58.68,003776.mp3:60.27"
000360.mp3,"000360.mp3:0.00,000684.mp3:32.06,000685.mp3:38.71,000968.mp3:39.40,003958.mp3:52.26"
000998.mp3,"000998.mp3:0.00,000394.mp3:146.77,003799.mp3:202.37,000758.mp3:204.72,000138.mp3:219.78"
000835.mp3,"000835.mp3:0.00,000831.mp3:35.28,003852.mp3:37.80,000328.mp3:38.51,000834.mp3:40.71"
000768.mp3,"000768.mp3:0.00,000859.mp3:52.89,003603.mp3:54.03,000743.mp3:59.93,000674.mp3:63.64"
000694.mp3,"000694.mp3:0.00,003636.mp3:33.24,000575.mp3:55.61,000863.mp3:63.04,000936.mp3:70.99"
000903.mp3,"000903.mp3:0.00,000966.mp3:34.01,000421.mp3:34.76,000649.mp3:39.06,003958.mp3:42.53"
000026.mp3,"000026.mp3:0.00,003780.mp3:32.73,000592.mp3:47.72,000714.mp3:59.14,003630.mp3:60.14"
000805.mp3,"000805.mp3:0.00,003754.mp3:26.96,000144.mp3:31.31,003645.mp3:34.88,000506.mp3:35.94"
